Actual Traffic Volume,Predicted Traffic Volume,Actual Congestion Level,Predicted Congestion Level,Recommendation
321.0,338.759,Low,Low,Traffic conditions are favorable.
255.0,205.24316,Low,Low,Traffic conditions are favorable.
354.0,213.58926,Low,Low,Traffic conditions are favorable.
872.0,646.10516,Low,Low,Traffic conditions are favorable.
2836.0,2038.6554,Medium,Medium,Expect moderate delays and allow extra travel time.
5254.0,4447.7725,High,High,Avoid peak hours or consider an alternative route.
5568.0,4984.4688,High,High,Avoid peak hours or consider an alternative route.
5066.0,4812.217,High,High,Avoid peak hours or consider an alternative route.
5045.0,4265.613,High,High,Avoid peak hours or consider an alternative route.
5045.0,4119.3706,High,Medium,Expect moderate delays and allow extra travel time.
4302.0,3717.3848,Medium,Medium,Expect moderate delays and allow extra travel time.
4332.0,4166.003,Medium,Medium,Expect moderate delays and allow extra travel time.
4332.0,4059.2722,Medium,Medium,Expect moderate delays and allow extra travel time.
4602.0,4433.8228,High,Medium,Expect moderate delays and allow extra travel time.
4608.0,4456.187,High,High,Avoid peak hours or consider an alternative route.
4625.0,4751.5757,High,High,Avoid peak hours or consider an alternative route.
5424.0,5115.1113,High,High,Avoid peak hours or consider an alternative route.
6186.0,5800.153,High,High,Avoid peak hours or consider an alternative route.
5809.0,5366.796,High,High,Avoid peak hours or consider an alternative route.
4066.0,4107.4653,Medium,Medium,Expect moderate delays and allow extra travel time.
2924.0,2807.1084,Medium,Medium,Expect moderate delays and allow extra travel time.
2574.0,2361.7524,Medium,Medium,Expect moderate delays and allow extra travel time.
2330.0,2281.134,Medium,Medium,Expect moderate delays and allow extra travel time.
1522.0,1735.2562,Low,Low,Traffic conditions are favorable.
977.0,1046.0135,Low,Low,Traffic conditions are favorable.
491.0,635.1874,Low,Low,Traffic conditions are favorable.
303.0,425.74838,Low,Low,Traffic conditions are favorable.
245.0,363.76865,Low,Low,Traffic conditions are favorable.
346.0,380.93475,Low,Low,Traffic conditions are favorable.
882.0,855.12445,Low,Low,Traffic conditions are favorable.
2856.0,2519.655,Medium,Medium,Expect moderate delays and allow extra travel time.
5351.0,5118.733,High,High,Avoid peak hours or consider an alternative route.
5684.0,5622.021,High,High,Avoid peak hours or consider an alternative route.
5345.0,5324.7217,High,High,Avoid peak hours or consider an alternative route.
4847.0,4711.117,High,High,Avoid peak hours or consider an alternative route.
4497.0,4464.532,Medium,Medium,Expect moderate delays and allow extra travel time.
4653.0,4704.7046,High,High,Avoid peak hours or consider an alternative route.
4917.0,4691.3047,High,High,Avoid peak hours or consider an alternative route.
5147.0,5035.3115,High,High,Avoid peak hours or consider an alternative route.
3271.0,5457.2734,Medium,High,Avoid peak hours or consider an alternative route.
5287.0,6152.1665,High,High,Avoid peak hours or consider an alternative route.
5676.0,5719.4053,High,High,Avoid peak hours or consider an alternative route.
4207.0,4396.9077,Medium,High,Avoid peak hours or consider an alternative route.
3080.0,3116.6262,Medium,Medium,Expect moderate delays and allow extra travel time.
2777.0,2745.0403,Medium,Medium,Expect moderate delays and allow extra travel time.
2278.0,2571.9126,Medium,Medium,Expect moderate delays and allow extra travel time.
1706.0,1989.1141,Low,Low,Traffic conditions are favorable.
2597.0,1093.2915,Medium,Low,Traffic conditions are favorable.
756.0,741.3691,Low,Low,Traffic conditions are favorable.
352.0,486.30035,Low,Low,Traffic conditions are favorable.
366.0,439.882,Low,Low,Traffic conditions are favorable.
883.0,913.91345,Low,Low,Traffic conditions are favorable.
2952.0,2825.3738,Medium,Medium,Expect moderate delays and allow extra travel time.
5369.0,5423.4404,High,High,Avoid peak hours or consider an alternative route.
5848.0,5905.3467,High,High,Avoid peak hours or consider an alternative route.
5751.0,5559.382,High,High,Avoid peak hours or consider an alternative route.
5143.0,4896.0005,High,High,Avoid peak hours or consider an alternative route.
4479.0,4577.3286,Medium,Medium,Expect moderate delays and allow extra travel time.
4706.0,4745.522,High,High,Avoid peak hours or consider an alternative route.
4872.0,5012.4946,High,High,Avoid peak hours or consider an alternative route.
4878.0,5010.996,High,High,Avoid peak hours or consider an alternative route.
5056.0,5290.41,High,High,Avoid peak hours or consider an alternative route.
5834.0,5752.9565,High,High,Avoid peak hours or consider an alternative route.
6527.0,6364.3125,High,High,Avoid peak hours or consider an alternative route.
6039.0,5885.437,High,High,Avoid peak hours or consider an alternative route.
4502.0,4592.71,Medium,High,Avoid peak hours or consider an alternative route.
3289.0,3531.1404,Medium,Medium,Expect moderate delays and allow extra travel time.
3096.0,2954.7573,Medium,Medium,Expect moderate delays and allow extra travel time.
2753.0,2874.8965,Medium,Medium,Expect moderate delays and allow extra travel time.
1797.0,2536.9858,Low,Medium,Expect moderate delays and allow extra travel time.
1188.0,1346.2743,Low,Low,Traffic conditions are favorable.
589.0,807.845,Low,Low,Traffic conditions are favorable.
333.0,498.10303,Low,Low,Traffic conditions are favorable.
283.0,419.9795,Low,Low,Traffic conditions are favorable.
373.0,422.65137,Low,Low,Traffic conditions are favorable.
886.0,836.18274,Low,Low,Traffic conditions are favorable.
2795.0,2508.2974,Medium,Medium,Expect moderate delays and allow extra travel time.
5340.0,5252.5254,High,High,Avoid peak hours or consider an alternative route.
6309.0,5790.68,High,High,Avoid peak hours or consider an alternative route.
5673.0,5428.2144,High,High,Avoid peak hours or consider an alternative route.
4948.0,4877.7646,High,High,Avoid peak hours or consider an alternative route.
4463.0,4622.3457,Medium,Medium,Expect moderate delays and allow extra travel time.
5218.0,5093.013,High,High,Avoid peak hours or consider an alternative route.
5101.0,5062.5293,High,High,Avoid peak hours or consider an alternative route.
5302.0,5339.3467,High,High,Avoid peak hours or consider an alternative route.
5810.0,5634.874,High,High,Avoid peak hours or consider an alternative route.
6305.0,6234.8936,High,High,Avoid peak hours or consider an alternative route.
5657.0,5935.087,High,High,Avoid peak hours or consider an alternative route.
4503.0,4652.8013,Medium,High,Avoid peak hours or consider an alternative route.
3516.0,3393.8782,Medium,Medium,Expect moderate delays and allow extra travel time.
3370.0,3036.3174,Medium,Medium,Expect moderate delays and allow extra travel time.
2819.0,2788.146,Medium,Medium,Expect moderate delays and allow extra travel time.
1179.0,1349.6763,Low,Low,Traffic conditions are favorable.
759.0,838.2679,Low,Low,Traffic conditions are favorable.
528.0,593.4561,Low,Low,Traffic conditions are favorable.
366.0,570.7514,Low,Low,Traffic conditions are favorable.
399.0,439.24506,Low,Low,Traffic conditions are favorable.
703.0,751.9124,Low,Low,Traffic conditions are favorable.
703.0,734.21893,Low,Low,Traffic conditions are favorable.
703.0,745.6923,Low,Low,Traffic conditions are favorable.
1307.0,1456.7496,Low,Low,Traffic conditions are favorable.
1307.0,1482.4574,Low,Low,Traffic conditions are favorable.
2838.0,2759.9082,Medium,Medium,Expect moderate delays and allow extra travel time.
3381.0,3407.7358,Medium,Medium,Expect moderate delays and allow extra travel time.
4033.0,3951.7021,Medium,Medium,Expect moderate delays and allow extra travel time.
4886.0,4666.705,High,High,Avoid peak hours or consider an alternative route.
4693.0,4660.284,High,High,Avoid peak hours or consider an alternative route.
4986.0,4666.0405,High,Medium,Expect moderate delays and allow extra travel time.
4757.0,4816.9683,High,High,Avoid peak hours or consider an alternative route.
4754.0,4513.3574,High,Medium,Expect moderate delays and allow extra travel time.
4530.0,4172.149,Medium,Medium,Expect moderate delays and allow extra travel time.
3497.0,3067.9648,Medium,Medium,Expect moderate delays and allow extra travel time.
3742.0,3032.511,Medium,Medium,Expect moderate delays and allow extra travel time.
3608.0,2853.1812,Medium,Medium,Expect moderate delays and allow extra travel time.
3427.0,2238.6033,Medium,Medium,Expect moderate delays and allow extra travel time.
1830.0,1411.4803,Low,Low,Traffic conditions are favorable.
1254.0,893.46643,Low,Low,Traffic conditions are favorable.
788.0,636.9108,Low,Low,Traffic conditions are favorable.
367.0,475.9728,Low,Low,Traffic conditions are favorable.
433.0,367.3282,Low,Low,Traffic conditions are favorable.
582.0,546.9878,Low,Low,Traffic conditions are favorable.
1070.0,869.07745,Low,Low,Traffic conditions are favorable.
1343.0,1084.7958,Low,Low,Traffic conditions are favorable.
2056.0,1903.1251,Low,Low,Traffic conditions are favorable.
2804.0,2746.167,Medium,Medium,Expect moderate delays and allow extra travel time.
3355.0,3385.247,Medium,Medium,Expect moderate delays and allow extra travel time.
3686.0,3796.1257,Medium,Medium,Expect moderate delays and allow extra travel time.
4247.0,4339.0454,Medium,Medium,Expect moderate delays and allow extra travel time.
4403.0,4328.2944,Medium,Medium,Expect moderate delays and allow extra travel time.
4261.0,4375.4536,Medium,Medium,Expect moderate delays and allow extra travel time.
4236.0,4466.9414,Medium,Medium,Expect moderate delays and allow extra travel time.
3791.0,4127.5137,Medium,Medium,Expect moderate delays and allow extra travel time.
2398.0,3598.5369,Medium,Medium,Expect moderate delays and allow extra travel time.
1992.0,2982.3767,Low,Medium,Expect moderate delays and allow extra travel time.
2566.0,2538.1208,Medium,Medium,Expect moderate delays and allow extra travel time.
2433.0,2436.6611,Medium,Medium,Expect moderate delays and allow extra travel time.
1481.0,1935.2787,Low,Low,Traffic conditions are favorable.
848.0,1211.0289,Low,Low,Traffic conditions are favorable.
486.0,688.0499,Low,Low,Traffic conditions are favorable.
337.0,402.9325,Low,Low,Traffic conditions are favorable.
254.0,342.77386,Low,Low,Traffic conditions are favorable.
325.0,404.88242,Low,Low,Traffic conditions are favorable.
897.0,798.6521,Low,Low,Traffic conditions are favorable.
2797.0,2490.2634,Medium,Medium,Expect moderate delays and allow extra travel time.
5109.0,5184.4434,High,High,Avoid peak hours or consider an alternative route.
5109.0,5158.1357,High,High,Avoid peak hours or consider an alternative route.
5250.0,5452.0474,High,High,Avoid peak hours or consider an alternative route.
4429.0,5033.617,Medium,High,Avoid peak hours or consider an alternative route.
3794.0,4493.5137,Medium,High,Avoid peak hours or consider an alternative route.
3351.0,3784.307,Medium,Medium,Expect moderate delays and allow extra travel time.
3351.0,3788.4116,Medium,Medium,Expect moderate delays and allow extra travel time.
3240.0,3839.929,Medium,Medium,Expect moderate delays and allow extra travel time.
3240.0,3892.5984,Medium,Medium,Expect moderate delays and allow extra travel time.
3240.0,3876.3433,Medium,Medium,Expect moderate delays and allow extra travel time.
3143.0,4057.1006,Medium,Medium,Expect moderate delays and allow extra travel time.
3143.0,3931.9834,Medium,Medium,Expect moderate delays and allow extra travel time.
3066.0,3883.58,Medium,Medium,Expect moderate delays and allow extra travel time.
3066.0,4260.5547,Medium,Medium,Expect moderate delays and allow extra travel time.
3066.0,4117.444,Medium,Medium,Expect moderate delays and allow extra travel time.
2846.0,4187.267,Medium,Medium,Expect moderate delays and allow extra travel time.
2846.0,4328.657,Medium,Medium,Expect moderate delays and allow extra travel time.
2132.0,4564.6904,Low,High,Avoid peak hours or consider an alternative route.
2132.0,4550.184,Low,Medium,Expect moderate delays and allow extra travel time.
1488.0,5138.542,Low,High,Avoid peak hours or consider an alternative route.
1488.0,5043.405,Low,Medium,Expect moderate delays and allow extra travel time.
1379.0,4824.9277,Low,High,Avoid peak hours or consider an alternative route.
1379.0,4860.1577,Low,Medium,Expect moderate delays and allow extra travel time.
1086.0,3297.698,Low,Medium,Expect moderate delays and allow extra travel time.
1086.0,3482.6626,Low,Medium,Expect moderate delays and allow extra travel time.
1086.0,3538.9998,Low,Medium,Expect moderate delays and allow extra travel time.
1291.0,2035.6901,Low,Medium,Expect moderate delays and allow extra travel time.
1291.0,2417.9392,Low,Medium,Expect moderate delays and allow extra travel time.
889.0,1941.7091,Low,Medium,Expect moderate delays and allow extra travel time.
889.0,1616.9138,Low,Medium,Expect moderate delays and allow extra travel time.
889.0,1998.5194,Low,Medium,Expect moderate delays and allow extra travel time.
1246.0,1781.5104,Low,Low,Traffic conditions are favorable.
1631.0,1309.9596,Low,Low,Traffic conditions are favorable.
1631.0,1295.7737,Low,Low,Traffic conditions are favorable.
570.0,752.62964,Low,Low,Traffic conditions are favorable.
570.0,683.065,Low,Low,Traffic conditions are favorable.
446.0,466.22437,Low,Low,Traffic conditions are favorable.
245.0,255.12738,Low,Low,Traffic conditions are favorable.
211.0,194.16766,Low,Low,Traffic conditions are favorable.
282.0,287.4253,Low,Low,Traffic conditions are favorable.
705.0,763.3999,Low,Low,Traffic conditions are favorable.
3674.0,5157.1836,Medium,High,Avoid peak hours or consider an alternative route.
3788.0,5322.4814,Medium,High,Avoid peak hours or consider an alternative route.
3196.0,5019.691,Medium,High,Avoid peak hours or consider an alternative route.
3337.0,4497.9834,Medium,High,Avoid peak hours or consider an alternative route.
3237.0,4072.2925,Medium,Medium,Expect moderate delays and allow extra travel time.
3299.0,4213.238,Medium,Medium,Expect moderate delays and allow extra travel time.
3506.0,4458.441,Medium,High,Avoid peak hours or consider an alternative route.
